dex_number	internal_index	species_label	species_name	form_name	form_type	lineage_id	evo_stage	evolves_from	evolves_into	evo_methods	evo_params	evo_item_obtainable	type1	type2	hp	atk	defense	spa	spd	spe	bst	ability1	ability2	ability_hidden	held_item1	held_item2	levelup_moves	n_levelup	tm_moves	n_tm	egg_moves	n_egg	tutor_moves	event_moves	availability	n_availability	earliest_level	earliest_checkpoint	is_starter	wild_obtainable	one_time_only	missable	siblings	is_cosmetic_form	source_files	confidence	notes	reachable
550	1090	SPECIES_BASCULIN_BLUE_STRIPED	Basculin	Blue-Striped	other	1090	1	NONE	17:902:44;EVO_LEVEL_FEMALE:1234:44	17,EVO_LEVEL_FEMALE	UNK=44,level=44	UNK	Water		70	92	65	80	55	98	460	Rock Head	Adaptability	Mold Breaker	NONE	DeepSeaScale	39:1,33:1,55:1,253:3,29:5,44:7,453:9,498:11,36:14,242:17,401:20,38:26,184:30,175:34,515:38,848:42,457:46,127:49,762:55	19	740,428,269,58,56,196,664,503,727,276,15,57,127,809,423,660,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	129,61,341,330,97,250,99,362,279,457,283	11	UNK	UNK	MAP_ROUTE104:surf:15-25:30:NONE|MAP_ROUTE128:good_rod:10-30:34:NONE	2	10	01_Pre-Roxanne	False	True	False	False	550,1091	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
550	1091	SPECIES_BASCULIN_WHITE_STRIPED	Basculin	White-Striped	other	1091	1	NONE	17:902:44;EVO_LEVEL_FEMALE:1234:44	17,EVO_LEVEL_FEMALE	UNK=44,level=44	UNK	Water		70	92	65	80	55	98	460	Rock Head	Adaptability	Mold Breaker	NONE	DeepSeaScale	39:1,33:1,55:1,253:3,29:5,44:7,453:9,498:11,36:14,242:17,401:20,38:26,184:30,175:34,515:38,848:42,457:46,127:49,762:55	19	740,428,269,58,56,196,664,503,727,276,15,57,127,809,423,660,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	NONE	0	UNK	UNK	MAP_ROUTE104:surf:25-30:4:NONE|MAP_ROUTE128:good_rod:30-35:33:NONE|MAP_ROUTE128:super_rod:40-45:4:NONE	3	25	03_Pre-Brawly	False	True	False	False	550,1090	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
551	551	SPECIES_SANDILE	Sandile	NONE	base	551	1	NONE	EVO_LEVEL:552:28	EVO_LEVEL	level=28	UNK	Ground	Dark	50	72	35	35	35	65	292	Intimidate	Moxie	Anger Point	NONE	Black Glasses	43:1,99:1,44:4,88:7,259:10,328:13,523:16,372:19,373:22,207:25,242:28,91:31,184:34,492:37,201:40,89:43,37:46	17	46,269,89,91,188,317,168,231,661,444,414,399,157,523,555,743,15,492,446,422,424,201,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	37	38,431,228,253,424,422,251,116,68,212,382,644	12	UNK	UNK	MAP_GRANITE_CAVE_B1F:grass:12-17:10:NONE|MAP_ROUTE115:grass:6-8:10:NONE	2	6	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
552	552	SPECIES_KROKOROK	Krokorok	NONE	base	551	2	551	EVO_LEVEL:553:40	EVO_LEVEL	level=40	UNK	Ground	Dark	60	82	45	45	45	74	351	Intimidate	Moxie	Anger Point	NONE	Black Glasses	43:1,99:1,44:1,44:4,259:10,328:13,372:16,523:19,373:22,207:25,242:28,91:32,184:36,492:40,201:44,89:48,37:52	17	46,269,89,91,280,188,317,67,168,231,421,661,444,282,414,490,399,157,447,523,555,743,15,70,249,612,492,446,422,424,201,264,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	47	NONE	0	UNK	UNK	MAP_ROUTE121:grass:38-42:4:NONE	1	38	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
553	553	SPECIES_KROOKODILE	Krookodile	NONE	base	551	3	552	NONE	NONE	NONE	UNK	Ground	Dark	95	117	80	65	70	92	519	Intimidate	Moxie	Anger Point	Black Glasses	NONE	644:1,43:1,99:1,44:1,44:4,259:10,328:13,372:16,523:19,373:22,207:25,242:28,91:32,184:36,492:42,201:48,89:54,745:60	18	370,337,46,269,89,91,280,188,630,317,67,168,411,406,231,421,661,444,282,414,490,399,157,447,332,441,525,727,523,555,276,743,15,70,249,612,849,339,492,446,422,424,34,201,264,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	60	NONE	0	UNK	UNK	MAP_MAGMA_HIDEOUT_2F_1R:grass:40-50:10:NONE|MAP_MAGMA_HIDEOUT_2F_1R:grass:40-50:10:NONE|MAP_MAGMA_HIDEOUT_2F_2R:grass:40-50:10:NONE|MAP_MAGMA_HIDEOUT_2F_2R:grass:40-50:10:NONE|MAP_MAGMA_HIDEOUT_2F_3R:grass:40-50:10:NONE|MAP_MAGMA_HIDEOUT_2F_3R:grass:40-50:10:NONE	6	40	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
554	554	SPECIES_DARUMAKA	Darumaka	NONE	base	554	1	NONE	EVO_LEVEL:555:35	EVO_LEVEL	level=35	UNK	Fire		70	90	45	15	45	50	315	Hustle	NONE	Inner Focus	NONE	NONE	33:1,205:3,510:6,99:9,424:11,29:14,253:17,263:19,7:22,526:25,37:27,187:30,394:33,269:35,276:39,315:42	16	46,257,428,269,91,280,53,126,317,168,315,261,360,157,447,369,7,276,743,70,249,526,612,488,424,241,76,264,394,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	44	214,264,116,203,359,36,172,227,281,289,326	11	UNK	UNK	MAP_FIERY_PATH:grass:22-24:20:NONE	1	22	03_Pre-Brawly	False	True	False	False	989	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
554	989	SPECIES_DARUMAKA_GALAR	Darumaka	Galar	regional	989	1	NONE	EVO_ITEM:990:215	EVO_ITEM	item=215	UNK	Ice		70	90	45	15	45	50	315	Hustle	NONE	Inner Focus	NONE	NONE	181:1,33:1,269:4,44:8,419:12,526:16,423:20,29:24,8:28,253:32,187:36,59:40,37:44,276:48	14	257,428,269,58,59,91,280,53,126,317,168,315,360,157,447,369,7,8,276,526,612,423,424,241,394,264,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	41	172,264,573,359,510,612,36,281	8	UNK	UNK	MAP_JAGGED_PASS:grass:25-27:10:NONE|MAP_ISLAND_CAVE:grass:25-30:5:NONE|MAP_ISLAND_CAVE:grass:25-30:5:NONE|MAP_ISLAND_CAVE:grass:25-30:4:NONE|MAP_ISLAND_CAVE:grass:25-30:4:NONE|MAP_ISLAND_CAVE:grass:25-30:1:NONE|MAP_ISLAND_CAVE:grass:25-30:1:NONE	7	25	03_Pre-Brawly	False	True	False	False	554	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
555	555	SPECIES_DARMANITAN	Darmanitan	Standard	base	554	2	554	NONE	NONE	NONE	UNK	Fire		105	140	55	30	55	95	480	Sheer Force	NONE	Zen Mode	NONE	NONE	359:0,359:1,33:1,205:1,510:1,99:1,205:3,510:6,99:9,424:11,29:14,207:17,263:19,7:22,526:25,37:27,187:30,394:33,269:39,276:47,315:54	21	46,257,428,269,442,89,91,94,280,100,53,126,317,168,315,411,725,261,444,360,157,248,447,369,523,7,276,743,704,433,70,249,526,612,488,334,339,424,34,241,76,595,264,394,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	59	NONE	0	UNK	UNK	MAP_SAFARI_ZONE_NORTHEAST:grass:40-45:20:NONE|MAP_MAGMA_HIDEOUT_2F_1R:grass:40-50:20:NONE|MAP_MAGMA_HIDEOUT_2F_1R:grass:40-50:20:NONE|MAP_MAGMA_HIDEOUT_2F_2R:grass:40-50:20:NONE|MAP_MAGMA_HIDEOUT_2F_2R:grass:40-50:20:NONE|MAP_MAGMA_HIDEOUT_2F_3R:grass:40-50:20:NONE|MAP_MAGMA_HIDEOUT_2F_3R:grass:40-50:20:NONE	7	40	07_Pre-MtChimney-Magma	False	True	False	False	990,1092,1093,1528	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
555	990	SPECIES_DARMANITAN_GALAR	Darmanitan	Galar-Standard	regional	989	2	989	NONE	NONE	NONE	UNK	Ice		105	140	55	30	55	95	480	Gorilla Tactics	NONE	Zen Mode	NONE	NONE	556:0,556:1,181:1,33:1,269:4,44:8,419:12,526:16,423:20,29:24,8:28,253:32,187:38,59:44,37:50,276:56,628:100	17	257,428,269,58,59,442,89,91,94,280,53,126,317,168,315,411,444,360,157,447,369,523,7,8,276,704,526,612,334,339,423,424,34,241,394,264,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	51	NONE	0	UNK	UNK	MAP_SHOAL_CAVE_LOW_TIDE_ICE_ROOM:grass:50-60:5:NONE|MAP_SHOAL_CAVE_LOW_TIDE_ICE_ROOM:grass:50-60:5:NONE|MAP_SAFARI_ZONE_NORTHEAST:grass:40-45:10:NONE	3	40	07_Pre-MtChimney-Magma	False	True	False	False	555,1092,1093,1528	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
555	1092	SPECIES_DARMANITAN_ZEN	Darmanitan	Zen	other	1092	1	NONE	NONE	NONE	NONE	UNK	Fire	Psychic	105	30	105	140	105	55	540	Zen Mode	Zen Mode	Zen Mode	NONE	NONE	359:0,359:1,33:1,205:1,510:1,99:1,205:3,510:6,99:9,424:11,29:14,207:17,263:19,7:22,526:25,37:27,187:30,394:33,269:39,276:47,315:54	21	46,257,428,269,442,89,91,94,280,100,53,126,317,168,315,411,725,261,444,360,157,248,447,369,523,7,276,743,704,433,70,249,526,612,488,334,339,424,34,241,76,595,264,394,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	59	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	555,990,1093,1528	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
555	1093	SPECIES_DARMANITAN_GALAR_ZEN	Darmanitan	Galar-Zen	regional	1093	1	NONE	NONE	NONE	NONE	UNK	Ice	Fire	105	160	55	30	55	135	540	Zen Mode	Zen Mode	Zen Mode	NONE	NONE	556:0,556:1,181:1,33:1,269:4,44:8,419:12,526:16,423:20,29:24,8:28,253:32,187:38,59:44,37:50,276:56,628:100	17	257,428,269,58,59,442,89,91,94,280,53,126,317,168,315,411,444,360,157,447,369,523,7,8,276,704,526,612,334,339,423,424,34,241,394,264,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	51	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	555,990,1092,1528	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
555	1528	SPECIES_DARMANITAN_GALAR_ZEN_MODE_TWO	Darmanitan	Galar-Zen-Two	regional	1528	1	NONE	NONE	NONE	NONE	UNK	Ice	Fire	105	160	55	30	55	135	540	Zen Mode	Zen Mode	Zen Mode	NONE	NONE	556:0,556:1,181:1,33:1,269:4,44:8,419:12,526:16,423:20,29:24,8:28,253:32,187:38,59:44,37:50,276:56,628:100	17	257,428,269,58,59,442,89,91,94,280,53,126,317,168,315,411,444,360,157,447,369,523,7,8,276,704,526,612,334,339,423,424,34,241,394,264,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	51	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	555,990,1092,1093	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
556	556	SPECIES_MARACTUS	Maractus	NONE	base	556	1	NONE	NONE	NONE	NONE	UNK	Grass		75	106	67	85	67	60	460	Water Absorb	Chlorophyll	Grassy Surge	NONE	Miracle Seed	596:1,538:1,64:1,71:1,230:3,74:6,42:10,72:13,235:15,178:18,302:22,202:26,275:33,80:38,389:40,798:45,572:48,76:50,685:52,538:55,495:57	21	402,331,202,304,311,412,731,409,282,398,447,332,42,241,76,240,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	331,340,388,73,402,452,191,320,580	9	UNK	UNK	MAP_ROUTE118:grass:20-24:10:NONE|MAP_LILYCOVE_CITY:grass:38-42:4:NONE	2	20	02_Pre-Rustboro-Rival	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
557	557	SPECIES_DWEBBLE	Dwebble	NONE	base	557	1	NONE	EVO_LEVEL:558:34	EVO_LEVEL	level=34	UNK	Bug	Rock	50	65	85	35	35	55	325	Sturdy	Shell Armor	Weak Armor	NONE	Hard Stone	210:1,350:5,110:7,523:10,479:13,397:16,450:19,810:22,446:24,157:29,163:31,404:35,175:41,439:43,504:50	15	89,91,317,421,444,282,157,404,398,332,523,743,15,70,450,334,397,446,14,350,76,201,479,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	39	203,334,400,328,68,174,191,335,469,563,282	11	UNK	UNK	MAP_RUSTURF_TUNNEL:grass:6-8:10:NONE	1	6	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
558	558	SPECIES_CRUSTLE	Crustle	NONE	base	557	2	557	NONE	NONE	NONE	UNK	Bug	Rock	70	105	125	65	75	55	495	Sturdy	Shell Armor	Weak Armor	NONE	Hard Stone	350:1,110:1,350:5,110:7,185:10,479:13,397:16,450:19,810:22,446:24,157:29,163:31,404:38,175:43,439:47,504:54	16	89,91,317,421,661,444,282,157,404,398,332,523,743,704,15,70,450,334,397,446,14,350,76,201,728,632,479,191,484,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	44	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
559	559	SPECIES_SCRAGGY	Scraggy	NONE	base	559	1	NONE	EVO_LEVEL:560:39	EVO_LEVEL	level=39	UNK	Dark	Fighting	50	75	70	35	70	48	348	Shed Skin	Intimidate	Moxie	NONE	Shed Shell	43:1,490:1,29:1,185:9,207:12,67:16,371:20,280:23,498:27,136:31,184:34,242:38,263:42,431:45,264:48,457:50	16	337,46,428,269,442,91,280,188,317,67,168,411,406,409,231,530,444,282,9,490,399,157,398,447,525,7,8,555,70,249,526,612,334,339,349,492,241,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	54	409,68,197,252,7,8,9,133,185,428,501,612,491	13	UNK	UNK	MAP_GRANITE_CAVE_B1F:grass:12-17:20:NONE|MAP_MOSSDEEP_CITY:grass:38-42:10:NONE	2	12	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
560	560	SPECIES_SCRAFTY	Scrafty	NONE	base	559	2	559	NONE	NONE	NONE	UNK	Dark	Fighting	65	90	115	45	115	58	488	Shed Skin	Intimidate	Moxie	NONE	Shed Shell	43:1,490:1,29:1,185:9,207:12,67:16,371:20,280:23,498:27,136:31,184:34,242:38,263:45,431:51,264:58,457:65,349:69	17	370,337,46,428,269,442,91,280,188,317,67,168,411,406,409,231,530,444,282,9,490,399,157,398,447,525,7,8,555,70,249,526,612,334,339,349,492,241,264,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	55	NONE	0	UNK	UNK	MAP_MT_PYRE_4F:grass:35-40:10:NONE|MAP_MT_PYRE_4F:grass:35-40:10:NONE	2	35	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
561	561	SPECIES_SIGILYPH	Sigilyph	NONE	base	561	1	NONE	NONE	NONE	NONE	UNK	Psychic	Flying	72	58	80	103	80	97	490	Wonder Skin	Magic Guard	Tinted Lens	NONE	NONE	16:1,357:1,768:1,95:4,149:8,366:11,18:14,60:18,314:21,113:24,115:28,485:31,119:34,356:38,403:41,94:44,322:48,143:50	18	257,428,58,113,196,94,247,115,432,168,211,542,355,412,725,403,86,399,248,332,365,430,742,605,473,433,19,148,451,366,347,500,76,728,240,356,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	51	500,375,246,211,355,285,248	7	UNK	UNK	MAP_ROUTE122:grass:40-42:5:NONE|MAP_MIRAGE_TOWER_1F:grass:30-35:1:NONE	2	30	04_Pre-Aqua-Museum	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
562	562	SPECIES_YAMASK	Yamask	NONE	base	562	1	NONE	EVO_LEVEL:563:34	EVO_LEVEL	level=34	UNK	Ghost		38	30	85	55	65	30	303	Mummy	NONE	Shadow Shield	NONE	Spell Tag	310:1,182:1,50:5,114:9,101:13,506:16,261:21,466:25,174:29,471:33,470:33,247:37,288:41,212:45,194:49	15	428,94,247,168,412,261,737,282,399,433,148,334,220,347,417,506,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	262,313,417,203,377,286,171,50,390,578	10	UNK	UNK	MAP_GRANITE_CAVE_B1F:grass:12-17:4:NONE|MAP_MT_PYRE_1F:grass:35-40:5:NONE|MAP_MT_PYRE_1F:grass:35-40:5:NONE|MAP_MT_PYRE_2F:grass:35-40:20:NONE	4	12	01_Pre-Roxanne	False	True	False	False	991	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
562	991	SPECIES_YAMASK_GALAR	Yamask	Galar	regional	991	1	NONE	EVO_LEVEL:867:35	EVO_LEVEL	level=35	UNK	Ground	Ghost	38	55	85	30	65	30	303	Wandering Spirit	NONE	Shadow Shield	NONE	NONE	425:1,182:1,222:1,114:4,101:8,50:12,261:14,656:16,578:20,506:24,212:28,21:32,174:36,247:40,89:44,470:48,471:48,194:52	18	428,89,94,247,317,168,412,737,282,414,399,157,433,334,220,347,417,506,201,240,261,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	36	262	1	UNK	UNK	MAP_ROUTE117:grass:20-24:5:NONE|MAP_MT_PYRE_1F:grass:35-40:4:NONE|MAP_MT_PYRE_1F:grass:35-40:4:NONE|MAP_MT_PYRE_2F:grass:35-40:20:NONE	4	20	02_Pre-Rustboro-Rival	False	True	False	False	562	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
563	563	SPECIES_COFAGRIGUS	Cofagrigus	NONE	base	562	2	562	NONE	NONE	NONE	UNK	Ghost		58	50	145	95	105	30	483	Mummy	NONE	Shadow Shield	NONE	Spell Tag	184:0,184:1,310:1,182:1,50:1,114:1,50:5,114:9,101:13,506:16,261:21,466:25,174:29,471:33,470:33,247:39,288:45,212:51,194:57	19	428,94,247,168,412,261,421,737,282,399,447,704,433,148,334,220,347,417,506,566,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	36	NONE	0	UNK	UNK	MAP_MT_PYRE_1F:grass:35-40:1:NONE|MAP_MT_PYRE_2F:grass:35-40:10:NONE	2	35	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
564	564	SPECIES_TIRTOUGA	Tirtouga	NONE	base	564	1	NONE	EVO_LEVEL:565:34	EVO_LEVEL	level=34	UNK	Water	Rock	54	78	103	53	45	22	355	Solid Rock	Sturdy	Swift Swim	NONE	NONE	117:1,110:1,55:1,205:5,44:8,197:11,453:15,246:18,242:21,469:25,362:28,479:31,174:35,504:38,401:41,157:45,240:48,56:50	18	740,428,58,59,56,196,89,91,317,664,231,444,282,414,157,503,523,57,70,249,127,334,397,446,350,34,201,728,240,352,479,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	46	352,282,88,21,334,175,250,34,117,385,664	11	UNK	UNK	MAP_DESERT_UNDERPASS:grass:30-32:10:NONE	1	30	04_Pre-Aqua-Museum	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
565	565	SPECIES_CARRACOSTA	Carracosta	NONE	base	564	2	564	NONE	NONE	NONE	UNK	Water	Rock	74	108	133	83	65	32	495	Solid Rock	Sturdy	Swift Swim	NONE	NONE	127:0,127:1,117:1,110:1,55:1,205:1,205:5,44:8,197:11,453:15,246:18,242:21,469:25,362:28,479:31,174:35,504:40,792:44,157:47,762:51,240:56,56:61	22	740,428,58,59,56,196,442,89,91,396,317,67,664,411,231,444,282,414,157,503,523,276,57,70,249,127,334,397,446,350,34,201,728,240,479,352,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	51	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
566	566	SPECIES_ARCHEN	Archen	NONE	base	566	1	NONE	EVO_LEVEL:567:34	EVO_LEVEL	level=34	UNK	Rock	Flying	55	112	45	74	45	70	401	Defeatist	NONE	NONE	NONE	NONE	98:1,43:1,17:1,88:5,184:11,365:15,246:18,97:21,501:25,512:28,225:31,242:35,369:41,157:45,337:48,37:50	16	337,46,257,428,269,89,91,317,432,211,355,406,231,421,444,282,414,157,332,365,369,523,742,512,413,15,249,334,366,397,446,350,201,728,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	49	211,432,406,457,282,414,44,415	8	UNK	UNK	MAP_DESERT_UNDERPASS:grass:30-32:10:NONE	1	30	04_Pre-Aqua-Museum	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
567	567	SPECIES_ARCHEOPS	Archeops	NONE	base	566	2	566	NONE	NONE	NONE	UNK	Rock	Flying	75	140	65	112	65	110	567	Defeatist	NONE	NONE	NONE	NONE	98:1,43:1,17:1,88:1,88:5,184:11,365:15,246:18,97:21,501:25,512:28,225:31,242:35,369:45,157:51,337:56,37:61	17	337,46,257,428,269,89,91,396,317,432,211,542,355,411,403,406,231,421,444,282,414,157,332,365,369,525,523,742,512,413,15,19,249,334,366,397,446,350,201,728,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	55	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
568	568	SPECIES_TRUBBISH	Trubbish	NONE	base	568	1	NONE	EVO_LEVEL:569:28	EVO_LEVEL	level=28	UNK	Poison		50	50	62	40	62	65	329	Stench	Sticky Hold	Aftermath	NONE	Silk Scarf	1:1,139:1,278:3,390:7,491:12,3:14,124:18,254:23,256:23,36:25,188:29,499:34,92:36,133:40,562:42,441:45,153:47	17	402,202,188,168,409,474,153,399,441,482,220,350,241,240,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	30	191,205,114,174,350,28,300,120,475	9	UNK	UNK	MAP_NEW_MAUVILLE_INSIDE:grass:25-30:5:NONE|MAP_NEW_MAUVILLE_ENTRANCE:grass:25-30:5:NONE	2	25	03_Pre-Brawly	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
569	569	SPECIES_GARBODOR	Garbodor	NONE	base	568	2	568	NONE	NONE	NONE	UNK	Poison		80	115	82	60	82	60	479	Stench	Weak Armor	Aftermath	Silk Scarf	Black Sludge	1:1,139:1,278:1,390:1,278:3,390:7,491:12,3:14,124:18,254:23,256:23,34:25,188:29,499:34,92:39,133:46,562:49,441:54,153:59	19	402,202,85,89,94,188,168,411,409,474,153,661,9,399,398,441,7,8,482,276,704,220,397,350,34,241,76,240,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	44	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	1506	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
569	1506	SPECIES_GARBODOR_MEGA	Garbodor	Mega	mega	1506	1	NONE	NONE	NONE	NONE	UNK	Poison		80	135	105	105	105	75	605	Parasitic Waste	Parasitic Waste	Parasitic Waste	Silk Scarf	Black Sludge	1:1,139:1,278:1,390:1,278:3,390:7,491:12,3:14,124:18,254:23,256:23,34:25,188:29,499:34,92:39,133:46,562:49,441:54,153:59	19	402,202,85,89,94,188,168,411,409,474,153,661,9,399,398,441,7,8,482,276,704,220,397,350,34,241,76,240,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	44	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	569	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by form change from an obtainable sibling	via_form_change
